userId,factor_0,factor_1,factor_2
1,0.11300190355319419,0.12195088483167246,0.32972478893298046
2,0.08866418336949686,0.1692117271089209,0.28793458944556316
3,0.08500765032547195,0.11300006488343943,0.35403944187742126
4,0.0943201506299622,0.14157299203553372,0.34863594256022656
5,0.09195906877792685,0.1941429526535363,0.1393021995292337
6,0.10839623226301703,0.12932184937171784,0.22785907184566
7,0.08445626217930828,0.11971204924092906,0.4417019070313414
8,0.0873516973760861,0.11902818625166278,0.4020579940625623
9,0.10614058843555346,0.2004572092780572,0.18026741480283112
10,0.1062191000467758,0.15158238905143465,0.3112948336389591
11,0.034733236961016746,0.18391534862162504,0.30929640455594837
12,0.11884850327690745,0.1245797220372172,0.2600322878626336
13,0.09219940184947106,0.10863375481889079,0.2698115885517438
14,0.08540620431289342,0.2068324560094656,0.20775239069141083
15,0.10296406865433048,0.14965316553825198,0.19219230922897673
16,0.0959269513176949,0.16571655693794168,0.05549958637307291
17,0.1231017433793049,0.21806831839706753,0.26653071468955924
18,0.11050918535196809,0.2050500186062117,0.15283281633019746
19,0.09262304176635497,0.13060199097736958,0.2730145503774115
20,0.07948141733721789,0.22650956359867197,0.3216668204483159
21,0.09759793280287972,0.0,0.21482546920998483
22,0.08325692210437091,0.1794261791591121,0.14042563169634018
23,0.06909154677015773,0.11704991920820966,0.30581398892145584
24,0.10287169408489867,0.16065611144549258,0.27749901362193524
25,0.10195368406672609,0.1342112400214009,0.3209067368834908
26,0.049870751902854574,0.17491162026774643,0.16372161223968273
27,0.05757309850319525,0.29495830717028765,0.26013388890121303
28,0.07178377937783151,0.13721770878698944,0.3772931851464607
29,0.10311059569486045,0.11368542527823508,0.2687698410233662
30,0.09253105240969096,0.06715558869451989,0.3451435882198367
31,0.11205630425235093,0.11519090219682496,0.34117126256999936
32,0.07345779567806512,0.1532519422179078,0.26814147838968405
33,0.07128752429930385,0.1186550710135282,0.32810342425387073
34,0.10933333233569885,0.12870242729218628,0.323830822773653
35,0.06111303785638887,0.1232130789040445,0.3702484995800695
36,0.10633280699395493,0.20354750768573415,0.30062834847633174
37,0.12875087681516514,0.20202057890158562,0.023164250329628894
38,0.07449173880811356,0.14649912010696814,0.27762581498386996
39,0.10559788833972031,0.2463311612445066,0.17341788134721758
40,0.10562641441596529,0.18314917991617294,0.16681258300669405
41,0.14127513907162975,0.008870543916251175,0.24532581054112798
42,0.09761024412559445,0.1992563494105155,0.2700790681067605
43,0.12005127085390829,0.12516190773788674,0.33456895665588815
44,0.11965955137278253,0.17780374153499318,0.2104112840651292
45,0.06270096982765692,0.13679492413347877,0.2567374943191892
